IDFactura,Rama,Ciudad,TipoCliente,Genero,ClasificacionProducto,PrecioUnitario,Cantidad,Impuesto5%,MontoVenta,Fecha,Hora,MetodoPago,Costo,PorcentajeGanancia,GananciaNeta,PuntuacionCompra
790-38-4466,Giza,Naypyitaw,Normal,Femenino,Salud y belleza,10.99,5,2.7475,57.6975,1/23/2019,0.429166667,Tarjeta,54.95,4.761904762,2.7475,9.3
704-10-4056,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,60.47,3,9.0705,190.4805,1/14/2019,0.454861111,Tarjeta,181.41,4.761904762,9.0705,5.6
497-37-6538,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,58.91,7,20.6185,432.9885,1/17/2019,0.635416667,Digital,412.37,4.761904762,20.6185,9.7
651-96-5970,Alex,Yangon,Normal,Masculino,Accesorios de moda,46.41,1,2.3205,48.7305,3/3/2019,0.8375,Tarjeta,46.41,4.761904762,2.3205,4
400-80-4065,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,68.55,4,13.71,287.91,2/15/2019,0.847916667,Tarjeta,274.2,4.761904762,13.71,9.2
744-16-7898,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,97.37,10,48.685,1022.385,1/15/2019,0.575,Tarjeta,973.7,4.761904762,48.685,4.9
263-12-5321,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,92.6,7,32.41,680.61,2/27/2019,0.536111111,Tarjeta,648.2,4.761904762,32.41,9.3
702-72-0487,Alex,Yangon,Normal,Femenino,Accesorios electronicos,46.61,2,4.661,97.881,2/26/2019,0.519444444,Tarjeta,93.22,4.761904762,4.661,6.6
605-83-1050,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,27.18,2,2.718,57.078,3/15/2019,0.684722222,Digital,54.36,4.761904762,2.718,4.3
443-60-9639,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,60.87,1,3.0435,63.9135,1/24/2019,0.558333333,Efectivo,60.87,4.761904762,3.0435,5.5
864-24-7918,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,24.49,10,12.245,257.145,2/22/2019,0.635416667,Efectivo,244.9,4.761904762,12.245,8.1
359-94-5395,Cairo,Mandalay,Normal,Masculino,Salud y belleza,92.78,1,4.639,97.419,3/15/2019,0.451388889,Tarjeta,92.78,4.761904762,4.639,9.8
401-09-4232,Giza,Naypyitaw,Afiliado,Masculino,Articulos para el hogar,86.69,5,21.6725,455.1225,2/11/2019,0.776388889,Digital,433.45,4.761904762,21.6725,9.4
751-15-6198,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,23.01,6,6.903,144.963,1/12/2019,0.697916667,Digital,138.06,4.761904762,6.903,7.9
324-41-6833,Giza,Naypyitaw,Afiliado,Femenino,Accesorios electronicos,30.2,8,12.08,253.68,3/3/2019,0.8125,Digital,241.6,4.761904762,12.08,5.1
474-33-8305,Giza,Naypyitaw,Afiliado,Masculino,Accesorios de moda,67.39,7,23.5865,495.3165,3/23/2019,0.557638889,Digital,471.73,4.761904762,23.5865,6.9
759-29-9521,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,48.96,9,22.032,462.672,3/4/2019,0.477083333,Efectivo,440.64,4.761904762,22.032,8
831-81-6575,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,75.59,9,34.0155,714.3255,2/23/2019,0.466666667,Efectivo,680.31,4.761904762,34.0155,8
220-68-6701,Alex,Yangon,Normal,Femenino,Articulos para el hogar,77.47,4,15.494,325.374,3/17/2019,0.691666667,Efectivo,309.88,4.761904762,15.494,4.2
618-34-8551,Alex,Yangon,Normal,Femenino,Entrenamiento y viajes,93.18,2,9.318,195.678,1/16/2019,0.778472222,Tarjeta,186.36,4.761904762,9.318,8.5
257-60-7754,Alex,Yangon,Normal,Femenino,Accesorios electronicos,50.23,4,10.046,210.966,1/8/2019,0.716666667,Efectivo,200.92,4.761904762,10.046,9
559-61-5987,Cairo,Mandalay,Normal,Femenino,Salud y belleza,17.75,1,0.8875,18.6375,1/14/2019,0.443055556,Efectivo,17.75,4.761904762,0.8875,8.6
189-55-2313,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,62.18,10,31.09,652.89,1/31/2019,0.439583333,Digital,621.8,4.761904762,31.09,6
565-91-4567,Cairo,Mandalay,Normal,Masculino,Salud y belleza,10.75,8,4.3,90.3,3/15/2019,0.609722222,Digital,86,4.761904762,4.3,6.2
380-60-5336,Alex,Yangon,Normal,Femenino,Accesorios electronicos,40.26,10,20.13,422.73,2/24/2019,0.754166667,Tarjeta,402.6,4.761904762,20.13,5
815-04-6282,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,64.97,5,16.2425,341.0925,2/8/2019,0.536111111,Tarjeta,324.85,4.761904762,16.2425,6.5
674-56-6360,Alex,Yangon,Normal,Masculino,Accesorios electronicos,95.15,1,4.7575,99.9075,3/22/2019,0.583333333,Efectivo,95.15,4.761904762,4.7575,6
778-34-2523,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,48.62,8,19.448,408.408,1/24/2019,0.45625,Efectivo,388.96,4.761904762,19.448,5
499-27-7781,Cairo,Mandalay,Normal,Femenino,Comestibles,53.21,8,21.284,446.964,3/14/2019,0.697916667,Digital,425.68,4.761904762,21.284,5
477-59-2456,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,45.44,7,15.904,333.984,1/23/2019,0.46875,Efectivo,318.08,4.761904762,15.904,9.2
832-51-6761,Alex,Yangon,Normal,Masculino,Comestibles,33.88,8,13.552,284.592,1/19/2019,0.853472222,Digital,271.04,4.761904762,13.552,9.6
869-11-3082,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,96.16,4,19.232,403.872,1/27/2019,0.835416667,Tarjeta,384.64,4.761904762,19.232,8.4
190-59-3964,Cairo,Mandalay,Afiliado,Masculino,Comestibles,47.16,5,11.79,247.59,2/3/2019,0.607638889,Tarjeta,235.8,4.761904762,11.79,6
366-43-6862,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,52.89,4,10.578,222.138,3/25/2019,0.688888889,Digital,211.56,4.761904762,10.578,6.7
186-43-8965,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,47.68,2,4.768,100.128,2/24/2019,0.423611111,Tarjeta,95.36,4.761904762,4.768,4.1
784-21-9238,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,10.17,1,0.5085,10.6785,2/7/2019,0.59375,Efectivo,10.17,4.761904762,0.5085,5.9
276-75-6884,Alex,Yangon,Normal,Femenino,Salud y belleza,68.71,3,10.3065,216.4365,3/4/2019,0.420138889,Efectivo,206.13,4.761904762,10.3065,8.7
109-86-4363,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,60.08,7,21.028,441.588,2/14/2019,0.483333333,Tarjeta,420.56,4.761904762,21.028,4.5
569-76-2760,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,22.01,4,4.402,92.442,1/29/2019,0.760416667,Tarjeta,88.04,4.761904762,4.402,6.6
222-42-0244,Cairo,Mandalay,Afiliado,Femenino,Salud y belleza,72.11,9,32.4495,681.4395,1/28/2019,0.578472222,Tarjeta,648.99,4.761904762,32.4495,7.7
760-53-9233,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,41.28,3,6.192,130.032,3/26/2019,0.775694444,Tarjeta,123.84,4.761904762,6.192,8.5
538-22-0304,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,64.95,10,32.475,681.975,3/24/2019,0.76875,Efectivo,649.5,4.761904762,32.475,5.2
416-17-9926,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,74.22,10,37.11,779.31,1/1/2019,0.6125,Tarjeta,742.2,4.761904762,37.11,4.3
237-44-6163,Alex,Yangon,Normal,Masculino,Accesorios electronicos,10.56,8,4.224,88.704,1/24/2019,0.738194444,Efectivo,84.48,4.761904762,4.224,7.6
636-17-0325,Cairo,Mandalay,Normal,Masculino,Salud y belleza,62.57,4,12.514,262.794,2/25/2019,0.775694444,Efectivo,250.28,4.761904762,12.514,9.5
343-75-9322,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,11.85,8,4.74,99.54,1/9/2019,0.690277778,Efectivo,94.8,4.761904762,4.74,4.1
528-14-9470,Alex,Yangon,Afiliado,Masculino,Salud y belleza,91.3,1,4.565,95.865,2/14/2019,0.6125,Digital,91.3,4.761904762,4.565,9.2
427-45-9297,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,40.73,7,14.2555,299.3655,3/12/2019,0.459027778,Digital,285.11,4.761904762,14.2555,5.4
807-34-3742,Alex,Yangon,Normal,Masculino,Accesorios de moda,52.38,1,2.619,54.999,3/26/2019,0.822222222,Efectivo,52.38,4.761904762,2.619,5.8
288-62-1085,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,38.54,5,9.635,202.335,1/9/2019,0.565277778,Digital,192.7,4.761904762,9.635,5.6
670-71-7306,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,44.63,6,13.389,281.169,1/2/2019,0.838888889,Tarjeta,267.78,4.761904762,13.389,5.1
660-29-7083,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,55.87,10,27.935,586.635,1/15/2019,0.625694444,Efectivo,558.7,4.761904762,27.935,5.8
271-77-8740,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,29.22,6,8.766,184.086,1/1/2019,0.486111111,Digital,175.32,4.761904762,8.766,5
497-36-0989,Alex,Yangon,Normal,Masculino,Accesorios de moda,51.94,3,7.791,163.611,2/15/2019,0.639583333,Efectivo,155.82,4.761904762,7.791,7.9
291-59-1384,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,60.3,1,3.015,63.315,2/28/2019,0.734722222,Efectivo,60.3,4.761904762,3.015,6
860-73-6466,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,39.47,2,3.947,82.887,3/2/2019,0.677777778,Tarjeta,78.94,4.761904762,3.947,5
549-23-9016,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,14.87,2,1.487,31.227,2/13/2019,0.760416667,Tarjeta,29.74,4.761904762,1.487,8.9
896-34-0956,Alex,Yangon,Normal,Masculino,Accesorios de moda,21.32,1,1.066,22.386,1/26/2019,0.529861111,Efectivo,21.32,4.761904762,1.066,5.9
804-38-3935,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,93.78,3,14.067,295.407,1/30/2019,0.480555556,Tarjeta,281.34,4.761904762,14.067,5.9
585-90-0249,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,73.26,1,3.663,76.923,1/27/2019,0.755555556,Digital,73.26,4.761904762,3.663,9.7
862-29-5914,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,22.38,1,1.119,23.499,1/30/2019,0.713888889,Tarjeta,22.38,4.761904762,1.119,8.6
845-94-6841,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,72.88,9,32.796,688.716,1/8/2019,0.818055556,Efectivo,655.92,4.761904762,32.796,4
125-45-2293,Alex,Yangon,Normal,Femenino,Accesorios de moda,99.1,6,29.73,624.33,1/19/2019,0.549305556,Efectivo,594.6,4.761904762,29.73,4.2
843-73-4724,Alex,Yangon,Normal,Masculino,Accesorios de moda,74.1,1,3.705,77.805,1/25/2019,0.461805556,Efectivo,74.1,4.761904762,3.705,9.2
409-33-9708,Alex,Yangon,Normal,Femenino,Accesorios de moda,98.48,2,9.848,206.808,2/19/2019,0.425,Digital,196.96,4.761904762,9.848,9.2
658-66-3967,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,53.19,7,18.6165,390.9465,1/14/2019,0.654166667,Digital,372.33,4.761904762,18.6165,5
866-70-2814,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,52.79,10,26.395,554.295,2/25/2019,0.498611111,Digital,527.9,4.761904762,26.395,10
160-22-2687,Alex,Yangon,Afiliado,Femenino,Salud y belleza,95.95,5,23.9875,503.7375,1/23/2019,0.597916667,Digital,479.75,4.761904762,23.9875,8.8
895-03-6665,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,36.51,9,16.4295,345.0195,2/16/2019,0.452777778,Efectivo,328.59,4.761904762,16.4295,4.2
770-42-8960,Cairo,Mandalay,Normal,Masculino,Comestibles,21.12,8,8.448,177.408,1/1/2019,0.813194444,Efectivo,168.96,4.761904762,8.448,6.3
748-45-2862,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,28.31,4,5.662,118.902,3/7/2019,0.774305556,Efectivo,113.24,4.761904762,5.662,8.2
234-36-2483,Cairo,Mandalay,Normal,Masculino,Salud y belleza,57.59,6,17.277,362.817,2/15/2019,0.577083333,Efectivo,345.54,4.761904762,17.277,5.1
316-66-3011,Alex,Yangon,Afiliado,Femenino,Comestibles,47.63,9,21.4335,450.1035,1/23/2019,0.524305556,Efectivo,428.67,4.761904762,21.4335,5
848-95-6252,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,86.27,1,4.3135,90.5835,2/20/2019,0.558333333,Digital,86.27,4.761904762,4.3135,7
840-76-5966,Alex,Yangon,Afiliado,Masculino,Entrenamiento y viajes,12.76,2,1.276,26.796,1/8/2019,0.754166667,Digital,25.52,4.761904762,1.276,7.8
152-03-4217,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,11.28,9,5.076,106.596,3/17/2019,0.496527778,Tarjeta,101.52,4.761904762,5.076,4.3
533-66-5566,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,51.07,7,17.8745,375.3645,1/12/2019,0.4875,Efectivo,357.49,4.761904762,17.8745,7
124-31-1458,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,79.59,3,11.9385,250.7085,1/8/2019,0.604166667,Efectivo,238.77,4.761904762,11.9385,6.6
176-78-1170,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,33.81,3,5.0715,106.5015,1/26/2019,0.632638889,Digital,101.43,4.761904762,5.0715,7.3
361-59-0574,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,90.53,8,36.212,760.452,3/15/2019,0.616666667,Tarjeta,724.24,4.761904762,36.212,6.5
101-81-4070,Giza,Naypyitaw,Afiliado,Femenino,Salud y belleza,62.82,2,6.282,131.922,1/17/2019,0.525,Digital,125.64,4.761904762,6.282,4.9
631-34-1880,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,24.31,3,3.6465,76.5765,1/8/2019,0.797916667,Tarjeta,72.93,4.761904762,3.6465,4.3
852-82-2749,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,64.59,4,12.918,271.278,1/6/2019,0.565972222,Digital,258.36,4.761904762,12.918,9.3
873-14-6353,Alex,Yangon,Afiliado,Masculino,Comestibles,24.82,7,8.687,182.427,2/16/2019,0.439583333,Tarjeta,173.74,4.761904762,8.687,7.1
584-66-4073,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,56.5,1,2.825,59.325,3/13/2019,0.65625,Digital,56.5,4.761904762,2.825,9.6
544-55-9589,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,21.43,10,10.715,225.015,1/28/2019,0.49375,Efectivo,214.3,4.761904762,10.715,6.2
166-19-2553,Alex,Yangon,Afiliado,Masculino,Entrenamiento y viajes,89.06,6,26.718,561.078,1/18/2019,0.726388889,Efectivo,534.36,4.761904762,26.718,9.9
737-88-5876,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,23.29,4,4.658,97.818,3/19/2019,0.494444444,Tarjeta,93.16,4.761904762,4.658,5.9
154-87-7367,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,65.26,8,26.104,548.184,3/15/2019,0.586111111,Digital,522.08,4.761904762,26.104,6.3
885-56-0389,Giza,Naypyitaw,Afiliado,Masculino,Accesorios de moda,52.35,1,2.6175,54.9675,2/12/2019,0.742361111,Efectivo,52.35,4.761904762,2.6175,4
608-05-3804,Cairo,Mandalay,Afiliado,Masculino,Accesorios electronicos,39.75,1,1.9875,41.7375,2/25/2019,0.846527778,Efectivo,39.75,4.761904762,1.9875,6.1
448-61-3783,Alex,Yangon,Normal,Femenino,Accesorios electronicos,90.02,8,36.008,756.168,3/21/2019,0.672222222,Tarjeta,720.16,4.761904762,36.008,4.5
761-49-0439,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,12.1,8,4.84,101.64,1/19/2019,0.428472222,Digital,96.8,4.761904762,4.84,8.6
490-95-0021,Cairo,Mandalay,Afiliado,Femenino,Comestibles,33.21,10,16.605,348.705,1/8/2019,0.600694444,Digital,332.1,4.761904762,16.605,6
115-38-7388,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,10.18,8,4.072,85.512,3/30/2019,0.535416667,Tarjeta,81.44,4.761904762,4.072,9.5
311-13-6971,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,31.99,10,15.995,335.895,2/20/2019,0.6375,Tarjeta,319.9,4.761904762,15.995,9.9
291-55-6563,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,34.42,6,10.326,216.846,3/30/2019,0.53125,Digital,206.52,4.761904762,10.326,7.5
548-48-3156,Alex,Yangon,Afiliado,Femenino,Comestibles,83.34,2,8.334,175.014,3/19/2019,0.567361111,Efectivo,166.68,4.761904762,8.334,7.6
460-93-5834,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,45.58,7,15.953,335.013,1/13/2019,0.41875,Efectivo,319.06,4.761904762,15.953,5
325-89-4209,Alex,Yangon,Afiliado,Masculino,Comestibles,87.9,1,4.395,92.295,2/5/2019,0.820833333,Digital,87.9,4.761904762,4.395,6.7
884-80-6021,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,73.47,10,36.735,771.435,3/23/2019,0.551388889,Digital,734.7,4.761904762,36.735,9.5
137-74-8729,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,12.19,8,4.876,102.396,3/13/2019,0.532638889,Digital,97.52,4.761904762,4.876,6.8
880-46-5796,Alex,Yangon,Afiliado,Masculino,Entrenamiento y viajes,76.92,10,38.46,807.66,3/17/2019,0.828472222,Digital,769.2,4.761904762,38.46,5.6
389-70-2397,Giza,Naypyitaw,Normal,Femenino,Salud y belleza,83.66,5,20.915,439.215,2/21/2019,0.434722222,Efectivo,418.3,4.761904762,20.915,7.2
114-35-5271,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,57.91,8,23.164,486.444,2/7/2019,0.629166667,Efectivo,463.28,4.761904762,23.164,8.1
607-76-6216,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,92.49,5,23.1225,485.5725,3/2/2019,0.690972222,Tarjeta,462.45,4.761904762,23.1225,8.6
715-20-1673,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,28.38,5,7.095,148.995,3/6/2019,0.872916667,Efectivo,141.9,4.761904762,7.095,9.4
811-35-1094,Cairo,Mandalay,Afiliado,Masculino,Accesorios electronicos,50.45,6,15.135,317.835,2/6/2019,0.636111111,Tarjeta,302.7,4.761904762,15.135,8.9
699-88-1972,Cairo,Mandalay,Normal,Masculino,Salud y belleza,99.16,8,39.664,832.944,1/28/2019,0.740972222,Tarjeta,793.28,4.761904762,39.664,4.2
781-84-8059,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,60.74,7,21.259,446.439,1/18/2019,0.682638889,Digital,425.18,4.761904762,21.259,5
409-49-6995,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,47.27,6,14.181,297.801,2/5/2019,0.428472222,Efectivo,283.62,4.761904762,14.181,8.8
725-54-0677,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,85.6,7,29.96,629.16,3/2/2019,0.576388889,Efectivo,599.2,4.761904762,29.96,5.3
146-09-5432,Alex,Yangon,Afiliado,Masculino,Comestibles,35.04,9,15.768,331.128,2/9/2019,0.803472222,Digital,315.36,4.761904762,15.768,4.6
377-79-7592,Giza,Naypyitaw,Afiliado,Femenino,Accesorios electronicos,44.84,9,20.178,423.738,1/14/2019,0.583333333,Tarjeta,403.56,4.761904762,20.178,7.5
509-10-0516,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,45.97,4,9.194,193.074,2/9/2019,0.501388889,Digital,183.88,4.761904762,9.194,5.1
595-94-9924,Alex,Yangon,Afiliado,Femenino,Salud y belleza,27.73,5,6.9325,145.5825,3/26/2019,0.847916667,Tarjeta,138.65,4.761904762,6.9325,4.2
865-41-9075,Alex,Yangon,Normal,Masculino,Comestibles,11.53,7,4.0355,84.7455,1/28/2019,0.732638889,Efectivo,80.71,4.761904762,4.0355,8.1
545-07-8534,Giza,Naypyitaw,Normal,Femenino,Salud y belleza,58.32,2,5.832,122.472,2/14/2019,0.529166667,Digital,116.64,4.761904762,5.832,6
118-62-1812,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,78.38,4,15.676,329.196,3/24/2019,0.747222222,Efectivo,313.52,4.761904762,15.676,7.9
450-42-3339,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,84.61,10,42.305,888.405,2/9/2019,0.790277778,Tarjeta,846.1,4.761904762,42.305,8.8
851-98-3555,Cairo,Mandalay,Normal,Femenino,Salud y belleza,82.88,5,20.72,435.12,3/24/2019,0.588888889,Tarjeta,414.4,4.761904762,20.72,6.6
186-71-5196,Alex,Yangon,Afiliado,Femenino,Comestibles,79.54,2,7.954,167.034,3/27/2019,0.6875,Digital,159.08,4.761904762,7.954,6.2
624-01-8356,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,49.01,10,24.505,514.605,1/27/2019,0.447222222,Tarjeta,490.1,4.761904762,24.505,4.2
313-66-9943,Cairo,Mandalay,Afiliado,Femenino,Comestibles,29.15,3,4.3725,91.8225,3/27/2019,0.853472222,Tarjeta,87.45,4.761904762,4.3725,7.3
151-27-8496,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,56.13,4,11.226,235.746,1/19/2019,0.488194444,Digital,224.52,4.761904762,11.226,8.6
453-33-6436,Alex,Yangon,Normal,Femenino,Articulos para el hogar,93.12,8,37.248,782.208,2/7/2019,0.422916667,Efectivo,744.96,4.761904762,37.248,6.8
522-57-8364,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,51.34,8,20.536,431.256,1/31/2019,0.416666667,Digital,410.72,4.761904762,20.536,7.6
459-45-2396,Alex,Yangon,Afiliado,Femenino,Comestibles,99.6,3,14.94,313.74,2/25/2019,0.78125,Efectivo,298.8,4.761904762,14.94,5.8
717-96-4189,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,35.49,6,10.647,223.587,2/2/2019,0.527777778,Efectivo,212.94,4.761904762,10.647,4.1
722-13-2115,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,42.85,1,2.1425,44.9925,3/14/2019,0.65,Tarjeta,42.85,4.761904762,2.1425,9.3
749-81-8133,Alex,Yangon,Normal,Femenino,Accesorios de moda,94.67,4,18.934,397.614,3/11/2019,0.502777778,Efectivo,378.68,4.761904762,18.934,6.8
777-67-2495,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,68.97,3,10.3455,217.2555,2/22/2019,0.476388889,Digital,206.91,4.761904762,10.3455,8.7
636-98-3364,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,26.26,3,3.939,82.719,3/2/2019,0.525,Digital,78.78,4.761904762,3.939,6.3
246-55-6923,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,35.79,9,16.1055,338.2155,3/10/2019,0.629166667,Tarjeta,322.11,4.761904762,16.1055,5.1
181-82-6255,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,16.37,6,4.911,103.131,2/8/2019,0.456944444,Efectivo,98.22,4.761904762,4.911,7
838-02-1821,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,12.73,2,1.273,26.733,2/22/2019,0.506944444,Tarjeta,25.46,4.761904762,1.273,5.2
887-42-0517,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,83.14,7,29.099,611.079,1/10/2019,0.438194444,Tarjeta,581.98,4.761904762,29.099,6.6
457-12-0244,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,35.22,6,10.566,221.886,3/14/2019,0.575694444,Digital,211.32,4.761904762,10.566,6.5
226-34-0034,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,13.78,4,2.756,57.876,1/10/2019,0.465277778,Digital,55.12,4.761904762,2.756,9
321-49-7382,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,88.31,1,4.4155,92.7255,2/15/2019,0.734722222,Tarjeta,88.31,4.761904762,4.4155,5.2
397-25-8725,Alex,Yangon,Afiliado,Femenino,Salud y belleza,39.62,9,17.829,374.409,1/13/2019,0.745833333,Tarjeta,356.58,4.761904762,17.829,6.8
431-66-2305,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,88.25,9,39.7125,833.9625,2/15/2019,0.86875,Tarjeta,794.25,4.761904762,39.7125,7.6
825-94-5922,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,25.31,2,2.531,53.151,3/2/2019,0.809722222,Digital,50.62,4.761904762,2.531,7.2
641-62-7288,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,99.92,6,29.976,629.496,3/24/2019,0.564583333,Digital,599.52,4.761904762,29.976,7.1
756-93-1854,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,83.35,2,8.335,175.035,2/2/2019,0.586805556,Tarjeta,166.7,4.761904762,8.335,9.5
243-55-8457,Alex,Yangon,Normal,Femenino,Comestibles,74.44,10,37.22,781.62,2/27/2019,0.486111111,Digital,744.4,4.761904762,37.22,5.1
458-10-8612,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,64.08,7,22.428,470.988,1/20/2019,0.51875,Digital,448.56,4.761904762,22.428,7.6
501-61-1753,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,63.15,6,18.945,397.845,1/3/2019,0.85,Digital,378.9,4.761904762,18.945,9.8
235-06-8510,Giza,Naypyitaw,Afiliado,Masculino,Articulos para el hogar,85.72,3,12.858,270.018,1/24/2019,0.874305556,Digital,257.16,4.761904762,12.858,5.1
433-08-7822,Giza,Naypyitaw,Normal,Femenino,Salud y belleza,78.89,7,27.6115,579.8415,1/5/2019,0.825,Digital,552.23,4.761904762,27.6115,7.5
361-85-2571,Alex,Yangon,Normal,Femenino,Entrenamiento y viajes,89.48,5,22.37,469.77,3/30/2019,0.429166667,Efectivo,447.4,4.761904762,22.37,7.4
131-70-8179,Alex,Yangon,Afiliado,Femenino,Salud y belleza,92.09,3,13.8135,290.0835,2/17/2019,0.685416667,Efectivo,276.27,4.761904762,13.8135,4.2
500-02-2261,Giza,Naypyitaw,Normal,Femenino,Comestibles,57.29,6,17.187,360.927,3/21/2019,0.711111111,Digital,343.74,4.761904762,17.187,5.9
720-72-2436,Alex,Yangon,Normal,Masculino,Comestibles,66.52,4,13.304,279.384,3/2/2019,0.759722222,Digital,266.08,4.761904762,13.304,6.9
702-83-5291,Giza,Naypyitaw,Afiliado,Masculino,Accesorios de moda,99.82,9,44.919,943.299,3/27/2019,0.446527778,Efectivo,898.38,4.761904762,44.919,6.6
809-69-9497,Alex,Yangon,Normal,Femenino,Articulos para el hogar,45.68,10,22.84,479.64,1/19/2019,0.8125,Digital,456.8,4.761904762,22.84,5.7
449-16-6770,Alex,Yangon,Normal,Masculino,Salud y belleza,50.79,5,12.6975,266.6475,2/19/2019,0.620138889,Tarjeta,253.95,4.761904762,12.6975,5.3
333-23-2632,Alex,Yangon,Afiliado,Masculino,Salud y belleza,10.08,7,3.528,74.088,3/28/2019,0.843055556,Efectivo,70.56,4.761904762,3.528,4.2
